id;title;NF_inlink_ratio;NF_outlink_ratio;MW_generality
50047;rainforest;0.000537;0.000045;0.625
81274;rachel carson;0.000061;0.000056;0.625
24872;pollution;0.000413;0.000068;0.6875
343614;pollinator decline;0.000011;0.000031;0.6875
44183;ozone depletion;0.000065;0.000047;0.75
72754;organic farming;0.000159;0.000061;0.75
560047;oceanic climate;0.000158;0.00003;0.625
22153;nuclear power;0.000456;0.00009;0.6875
907007;litter;0.000049;0.000005;0.625
376078;list of environmental organizations;0.00003;0.000095;0.75
16775;kyoto protocol;0.000219;0.000053;0.6875
67554;invasive species;0.000423;0.000044;0.6875
152772;intensive farming;0.000032;0.000032;0.625
5042951;global warming;0.000669;0.000052;0.75
3627082;global spread of h5n1;0.000005;0.000071;0.6875
48146;fossil fuel;0.000254;0.000032;0.6875
49417;extinction;0.001327;0.000057;0.75
9258;ethics;0.000643;0.00004;0.8125
64919;environmental science;0.000163;0.000022;0.75
50702;environmental engineering;0.000083;0.000028;0.6875
97482;collective farming;0.000117;0.000019;0.6875
5987;coal;0.001173;0.000061;0.75
47512;climate change;0.000688;0.000045;0.75
188543;biofuel;0.000185;0.00007;0.6875
45086;biodiversity;0.00056;0.000094;0.75
188551;biodiesel;0.000157;0.000052;0.6875
31644;united states constitution;0.000998;0.000086;0.625
9119240;united states bill of rights;0.000103;0.000085;0.75
31737;supreme court of the united states;0.002883;0.000112;0.625
738686;separation of powers under the united states constitution;0.000011;0.00003;0.6875
30876354;scots law;0.000111;0.000085;0.625
383003;royal courts of justice;0.000031;0.000011;0.5
23627;police;0.00109;0.000089;0.75
229046;old bailey;0.000143;0.000019;0.625
20958;magna carta;0.000175;0.000069;0.75
168441;laws in wales acts 15351542;0.0;0.000017;0.5625
18949668;law;0.001673;0.000147;0.875
14338129;interpol;0.000307;0.000018;0.625
8195726;international law;0.000414;0.000019;0.8125
14918;international court of justice;0.000282;0.000035;0.625
13831;human rights;0.001415;0.000083;0.8125
26569402;high court of justice;0.000286;0.000015;0.6875
2282404;fundamental rights directive principles and fundamental duties of india;0.000003;0.000037;0.75
11127;federal bureau of investigation;0.001784;0.000067;0.625
950939;equal protection clause;0.000106;0.000047;0.5
85441;english law;0.000219;0.000043;0.6875
5785;crime;0.000666;0.000074;0.8125
52272;creative commons;0.000225;0.000024;0.6875
18576029;consumer protection;0.000108;0.000026;0.6875
5254;common law;0.000585;0.000109;0.75
1048798;civil law legal system;0.000214;0.000041;0.75
173070;the wall street journal;0.001186;0.000035;0.6875
321943;sky uk & ireland;0.000188;0.000012;0.5625
68761;publishing;0.001007;0.000036;0.625
22112840;newspaper;0.001773;0.000053;0.6875
318966;news international;0.000052;0.000012;0.5625
19641;mass media;0.000657;0.000017;0.75
14539;internet;0.002483;0.000095;0.6875
58089;itv;0.00169;0.000032;0.5625
13692;history of the internet;0.00002;0.000094;0.6875
213492;fleet street;0.00012;0.000031;0.5
28952356;channel 5 uk;0.000367;0.000084;0.5625
136566;financial times;0.000474;0.000031;0.6875
21555729;film;0.004909;0.000081;0.6875
9282;echelon signals intelligence;0.000031;0.000023;0.6875
11014498;dvd;0.002971;0.000034;0.625
5177;communication;0.000555;0.000032;0.8125
6321;channel 4;0.001788;0.00006;0.625
113604;broadcasting;0.000738;0.000041;0.6875
19344654;bbc;0.005996;0.000107;0.625
99860;voting;0.000127;0.000016;0.75
887241;united for peace and justice;0.000015;0.000023;0.625
24909346;united states senate;0.004833;0.000043;0.5625
19468510;united states house of representatives;0.005553;0.000062;0.5625
31756;united states congress;0.002714;0.000073;0.625
31956;united nations security council;0.000648;0.000032;0.6875
31957;united nations general assembly;0.000479;0.000016;0.5625
31769;united nations;0.00481;0.00008;0.75
30636;terrorism;0.001145;0.000063;0.75
218299;swiss federal council;0.000128;0.000043;0.6875
64647;sultan;0.000582;0.000077;0.75
46023;speaker of the united states house of representatives;0.000287;0.000037;0.5
18717981;sociology;0.001344;0.000129;0.8125
37235;society;0.000421;0.000047;0.875
45802;social capital;0.000069;0.000024;0.8125
123498;senate of canada;0.000459;0.000049;0.625
25964;revolution;0.000255;0.00004;0.75
23626;property;0.000345;0.000068;0.6875
23203;propaganda;0.000645;0.000095;0.75
24113;president of the united states;0.004168;0.000086;0.5625
22986;politics;0.001217;0.000055;0.8125
24388;political science;0.001274;0.000058;0.75
221737;political history;0.000031;0.000007;0.75
46044;political economy;0.000217;0.000025;0.625
53343;plaid cymru;0.000147;0.000043;0.625
182113;parliamentary system;0.000298;0.000021;0.75
87446;parliament of canada;0.000222;0.000052;0.625
21133;nato;0.001859;0.000059;0.6875
5756685;monarchies in europe;0.000002;0.00005;0.625
325218;list of countries by system of government;0.000001;0.00003;0.6875
9282116;liberal democracy;0.000151;0.000076;0.75
17926;league of nations;0.000576;0.000099;0.6875
16779;ku klux klan;0.000456;0.00009;0.6875
348729;juvenile delinquency;0.000108;0.000023;0.8125
82533;international relations;0.00047;0.000068;0.6875
15487;international red cross and red crescent movement;0.000645;0.000062;0.6875
161022;indian independence movement;0.000338;0.000116;0.75
13658;house of lords;0.001313;0.00007;0.625
1827032;history of democracy;0.000008;0.000099;0.75
46097;green party;0.000086;0.000055;0.625
1897833;government of pakistan;0.000133;0.000024;0.6875
553883;government of india;0.000674;0.000032;0.625
10720;government of france;0.000109;0.000049;0.6875
289873;global;0.000005;0.000009;-1.0
5433334;fundamental rights in india;0.000008;0.000036;0.75
9616;evolutionarily stable strategy;0.000018;0.000024;0.6875
9317;european union;0.003238;0.000143;0.6875
9581;european parliament;0.001082;0.000061;0.625
9457;election;0.000524;0.000035;0.75
5836728;directive principles in india;0.000004;0.000024;0.5625
801653;criticism of the war on terror;0.000009;0.000037;0.625
5649;constitutional monarchy;0.000285;0.000052;0.6875
37008;communist party;0.000233;0.000013;0.75
209443;civil society;0.000186;0.000037;0.875
6784;citizenship;0.000489;0.000027;0.8125
5187;capital;0.000008;0.000011;-1.0
52625;arab league;0.00026;0.000044;0.6875
37274;wall street;0.00034;0.000064;0.625
29789;tourism;0.00133;0.000056;0.75
27995;supply chain management;0.000087;0.000027;0.75
25109;public limited company;0.000106;0.00001;0.6875
576862;prospecting;0.000107;0.000006;0.6875
23195;petroleum;0.001104;0.000101;0.625
222783;partnership;0.000158;0.00002;0.6875
195137;oil refinery;0.000225;0.000055;0.625
858340;north sea oil;0.000048;0.000014;0.625
22131;natural gas;0.000903;0.000067;0.5625
20381;mining;0.000958;0.000071;0.6875
3736784;market;0.000443;0.000028;0.75
39388;manufacturing;0.000673;0.000033;0.75
197867;london stock exchange;0.00043;0.000019;0.625
77547;logistics;0.000282;0.000016;0.6875
152061;lloyd's of london;0.000113;0.000028;0.625
163118;investment banking;0.000291;0.000035;0.625
174521;infrastructure;0.000408;0.000129;0.75
14543;industry;0.0006;0.000025;0.75
12369;guild;0.000261;0.000038;0.75
93755;financial statement;0.000072;0.000016;0.625
236446;financial services authority;0.000092;0.000022;0.6875
314993;employment;0.000296;0.000032;0.75
7485;corporation;0.000661;0.00006;0.75
614839;corporate finance;0.000083;0.000064;0.625
89313;cooperative;0.000404;0.000054;0.75
6883;city of london;0.000723;0.000123;0.75
1176679;charitable organization;0.000767;0.000017;0.75
39206;business;0.000906;0.000025;0.8125
4484;bank of england;0.000301;0.000022;0.625
19360669;bank;0.000969;0.000066;0.75
468997;vodafone;0.00025;0.000044;0.625
213782;virgin group;0.000086;0.000033;0.625
240220;unilever;0.000218;0.000028;0.625
98356;tesco;0.000311;0.000069;0.625
26989;sony;0.000968;0.000051;0.6875
1023996;sinclair research;0.000045;0.000035;0.5625
169880;sainsbury's;0.000167;0.00005;0.625
262878;ryanair;0.000097;0.00004;0.625
23409980;royal dutch shell;0.000404;0.000039;0.625
1097432;rio tinto group;0.000091;0.000041;0.625
21197;nintendo;0.000809;0.000078;0.625
160227;nestle;0.0;0.000018;0.6875
19001;microsoft;0.001859;0.000066;0.5625
154557;marks & spencer;0.000209;0.000063;0.6875
714701;lloyds tsb;0.000071;0.000011;0.75
386085;john lewis partnership;0.000029;0.000016;0.625
14617;intel;0.000762;0.000085;0.6875
43281;east india company;0.000909;0.000067;0.6875
14142;harley-davidson;0.000179;0.000039;0.625
322572;hsbc;0.0002;0.000037;0.625
19389212;hbos;0.000041;0.000019;0.625
192517;glaxosmithkline;0.000198;0.000053;0.6875
180466;easyjet;0.000057;0.000029;0.625
54573;cadbury;0.000147;0.000048;0.6875
3970;british airways;0.000271;0.000071;0.625
1753441;barclays;0.000205;0.000045;0.5
1145762;bank of china hong kong;0.000014;0.00003;0.5625
18998720;bp;0.000378;0.000057;0.625
200128;bae systems;0.000193;0.000058;0.625
856;apple inc.;0.001075;0.000106;0.6875
56284;acorn computers;0.000041;0.00005;0.625
3509054;euro 2 commemorative coins;0.0;0.000019;0.5625
18717338;united states dollar;0.003679;0.000065;0.5625
361362;swiss franc;0.000152;0.000026;0.5625
467739;saudi riyal;0.00002;0.000008;0.5625
228246;rupee;0.000154;0.000029;0.75
66958;renminbi;0.000163;0.000034;0.5
270673;pound sterling;0.001082;0.000073;0.6875
38212;numismatics;0.000167;0.000023;0.6875
360278;malaysian ringgit;0.00006;0.000024;0.5
34392;japanese yen;0.000301;0.00003;0.75
490783;indian rupee;0.000131;0.000042;0.75
9472;euro;0.001121;0.000037;0.6875
2040106;demand note;0.000006;0.000018;0.625
5665;currency;0.000404;0.000053;0.625
8698776;commemorative coins of the united kingdom;0.0;0.000023;0.625
7558;coin;0.000272;0.000049;0.625
33873;world trade organization;0.000488;0.00003;0.6875
36752;world bank group;0.000086;0.000038;0.75
157649;wall street crash of 1929;0.000204;0.000016;0.6875
17626;trade union;0.001818;0.000048;0.75
29678;trade;0.000348;0.00005;-1.0
31468;thomas robert malthus;0.000081;0.000063;0.75
30297;tax;0.000667;0.000083;0.75
29664;supply and demand;0.000121;0.000029;0.75
52328;stock market;0.000201;0.000044;0.6875
19372783;stock;0.000294;0.000038;0.75
181586;service economics;0.000138;0.000037;0.75
7843;planned economy;0.000132;0.000027;0.75
105070;organization;0.000355;0.000034;0.8125
18878;monopoly;0.000404;0.000038;0.75
168706;money supply;0.000087;0.00003;0.75
8983183;money;0.000252;0.000049;0.6875
18862;minimum wage;0.000183;0.000032;0.8125
18819;microeconomics;0.000096;0.000014;0.75
19708;mercantilism;0.000101;0.000047;0.6875
325499;marginal cost;0.000038;0.000008;0.75
18820;macroeconomics;0.000172;0.000018;0.6875
1315426;list of circulating currencies;0.000004;0.000073;0.625
37973;john maynard keynes;0.000166;0.000082;0.6875
38286;inflation;0.00042;0.000054;0.75
7881361;history of economic thought;0.00003;0.000146;0.75
12594;gross domestic product;0.000666;0.00004;0.625
19283335;great depression;0.002275;0.000069;0.6875
37412;gold standard;0.000159;0.000037;0.75
46313;globalization;0.000448;0.000098;0.75
11162;finance;0.000633;0.000037;0.75
10819;federal reserve system;0.000314;0.000058;0.625
32022;economy of the united states;0.000053;0.000075;0.625
31727;economy of the united kingdom;0.000021;0.000056;0.625
18933019;economy of the republic of ireland;0.000011;0.000026;0.625
19284336;economy of the people's republic of china;0.000054;0.000239;0.5625
1598533;economy of the european union;0.000011;0.000028;0.625
3161572;economy of wales;0.000005;0.000055;0.5625
3338112;economy of scotland;0.000011;0.000093;0.5625
23366;economy of pakistan;0.000017;0.000053;0.5625
3314028;economy of northern ireland;0.000003;0.000037;0.5
1472206;economy of india;0.000026;0.000064;0.5625
683996;economy of england;0.000002;0.000021;0.5625
1055517;economy of africa;0.000017;0.000091;0.75
9223;economics;0.001813;0.000148;0.8125
370432;economic inequality;0.000092;0.000069;0.8125
234438;das kapital;0.000093;0.000037;0.6875
5666;central bank;0.000221;0.00005;0.625
5416;capitalism;0.000747;0.000084;0.75
181293;capital economics;0.000178;0.00002;0.75
395888;bretton woods system;0.00007;0.000054;0.75
177698;behavioral economics;0.000072;0.00005;0.75
1814;adam smith;0.000223;0.000045;0.6875
9615;edouard manet;0.0;0.000031;0.625
103020;william hogarth;0.000114;0.000044;0.625
32603;vincent van gogh;0.000297;0.000067;0.625
163837;tracey emin;0.00007;0.000048;0.6875
31126;thomas gainsborough;0.000082;0.000013;0.625
40112;salvador dali;0.0;0.000062;0.6875
1442763;roman vishniac;0.000005;0.000048;0.6875
4254144;rembrandt;0.000291;0.000053;0.625
44525;raphael;0.000289;0.000054;0.625
24546;pierre-auguste renoir;0.00013;0.00003;0.625
21463370;peter paul rubens;0.000245;0.000034;0.6875
5517299;paul kane;0.000013;0.000044;0.625
24472;paul cezanne;0.0;0.000022;0.625
24176;pablo picasso;0.000558;0.000041;0.6875
878427;niccolo dell'abbate;0.0;0.000006;0.625
21019;michelangelo;0.00034;0.000039;0.625
5517261;matthew brettingham;0.000009;0.000028;0.625
20308;mary cassatt;0.000045;0.000022;0.6875
127657;mark rothko;0.000087;0.000047;0.625
2023654;lucy lady duff-gordon;0.000009;0.000018;0.5625
18079;leonardo da vinci;0.000445;0.000078;0.6875
208019;l. s. lowry;0.000044;0.000036;0.625
143283;john vanbrugh;0.000065;0.000059;0.5625
113565;john constable;0.000081;0.000026;0.625
16307;jackson pollock;0.00015;0.000033;0.625
72187;j. m. w. turner;0.000152;0.000031;0.625
43357;hokusai;0.000039;0.000014;0.625
2492542;hiroshige;0.000037;0.000013;0.625
5517329;henry moore;0.000116;0.00004;0.625
60203;henri matisse;0.000249;0.00007;0.625
311615;georgia o'keeffe;0.00007;0.000035;0.625
162276;frida kahlo;0.000075;0.000022;0.75
10868;francisco goya;0.000158;0.000025;0.6875
77423;diego velazquez;0.0;0.000046;0.6875
238341;david hockney;0.000083;0.000019;0.6875
6548;claude monet;0.000205;0.000036;0.625
7018;caravaggio;0.000174;0.000048;0.625
214028;canaletto;0.000048;0.00001;0.625
396241;banksy;0.000056;0.000041;0.6875
2065;auguste rodin;0.000148;0.000035;0.625
294462;anthony van dyck;0.000133;0.000031;0.625
26685;statistics;0.000824;0.000044;0.8125
27590;standard deviation;0.000149;0.000026;0.6875
29208;square root;0.000082;0.000035;0.625
659939;square geometry;0.000097;0.000011;0.6875
29181;spherical coordinate system;0.000047;0.000018;0.75
27859;sphere;0.000286;0.000041;0.6875
27553;set theory;0.000183;0.000048;0.6875
454886;set;0.000005;0.000016;-1.0
27838;sequence;0.000171;0.000021;0.6875
160361;sampling statistics;0.000077;0.00002;0.75
25971;rubik's cube;0.000087;0.000022;0.625
25657;roman numerals;0.000698;0.000037;0.625
173181;riemann surface;0.000064;0.000031;0.5625
826997;regression analysis;0.000093;0.000032;0.75
20646438;real number;0.000458;0.000065;0.625
19727024;rational number;0.000172;0.000029;0.625
25685;random variable;0.000177;0.000018;0.6875
26003;radian;0.000075;0.000015;0.6875
691277;quantity;0.000026;0.00001;0.6875
25175;quadratic equation;0.000047;0.000029;0.6875
26513034;pythagorean theorem;0.000073;0.000044;0.6875
23275;pythagoras;0.000122;0.000045;0.6875
23542;probability theory;0.000235;0.000025;0.625
43325;probability space;0.000037;0.00002;0.625
23543;probability distribution;0.000186;0.000037;0.6875
22934;probability;0.000285;0.000032;0.6875
23666;prime number;0.00028;0.000075;0.625
59958;power series;0.000049;0.000008;0.625
23000;polynomial;0.000205;0.000043;0.625
23470;polyhedron;0.000109;0.000037;0.625
23621;polygon;0.000155;0.000035;0.625
25120;polar coordinate system;0.000065;0.000035;0.75
23009144;poisson distribution;0.00006;0.000027;0.625
23905;platonic solid;0.000059;0.00004;0.4375
84029;plane geometry;0.000114;0.00002;0.75
7576966;pierre de fermat;0.000048;0.000013;0.625
344783;pierre-simon laplace;0.000081;0.000046;0.6875
23601;pi;0.000133;0.000073;0.625
44027;permutation;0.000112;0.000025;0.625
23670;perfect number;0.000029;0.000015;0.625
64493;percentage;0.000073;0.000011;0.5625
49497;pascal's triangle;0.000033;0.000027;0.625
52564;partial differential equation;0.000207;0.000035;0.5625
8297;ordinary differential equation;0.000101;0.000016;0.5625
26547932;ordinal number;0.000071;0.000022;0.625
651807;operator;0.000012;0.000007;-1.0
43476;operations research;0.000189;0.000048;0.75
500004;on-line encyclopedia of integer sequences;0.000038;0.000015;0.625
22458;octahedron;0.00009;0.000018;0.5625
170089;numerical integration;0.000033;0.000014;0.625
280582;numerical digit;0.000047;0.000029;0.625
21170;numeral system;0.000064;0.000021;0.75
21527;number theory;0.000321;0.000069;0.625
21690;number;0.0001;0.000084;0.75
21462;normal distribution;0.000265;0.000069;0.625
22145;newton's method;0.00005;0.000021;0.5625
55212;newton's laws of motion;0.000099;0.000026;0.75
154616;negative number;0.000037;0.00002;0.6875
48395;navierstokes equations;0.0;0.000041;0.75
21474;natural number;0.000283;0.000025;0.6875
21476;natural logarithm;0.000065;0.00002;0.5625
45337;nash equilibrium;0.000065;0.00002;0.6875
20845;multiplication;0.000087;0.000032;0.6875
6026198;monty hall problem;0.000008;0.000024;0.75
56098;monte carlo method;0.000113;0.000039;0.6875
20431;momentum;0.000186;0.000031;0.75
20087;modular arithmetic;0.000124;0.000019;0.5625
1432127;mode statistics;0.000022;0.000014;0.625
18837;median;0.000146;0.000021;0.625
19022;measurement;0.00011;0.000023;0.625
19192;mean;0.000134;0.000023;0.6875
125280;matrix multiplication;0.000052;0.000015;0.5625
20556859;matrix mathematics;0.000278;0.000085;0.5625
18831;mathematics;0.003443;0.000088;0.75
18902;mathematician;0.001209;0.00003;0.6875
82285;mathematical proof;0.000078;0.000035;0.75
173416;mathematical physics;0.000119;0.000038;0.6875
48396;mathematical analysis;0.000161;0.000042;0.625
277379;margin of error;0.000024;0.000012;0.75
2073470;manifold;0.000188;0.00009;0.6875
156998;action potential;0.000158;0.000092;0.6875
656;acid;0.000415;0.000067;0.6875
512256;atlas experiment;0.000014;0.000036;0.5625
740;allah;0.000248;0.000033;0.625
2178;atlantis;0.00022;0.000055;0.625
1315;abbey;0.000263;0.000032;0.625
2340456;abhidhamma pitaka;0.000031;0.000009;0.5625
19980001;andrew robinson;0.000002;0.000003;-1.0
851;alfred nobel;0.000065;0.000015;0.6875
152687;alberto santos-dumont;0.000041;0.000026;0.625
1988;abel tasman;0.000051;0.000026;0.625
1215616;16 cygni;0.000002;0.000011;0.5625
662;apollo 11;0.000176;0.000045;0.5625
32745;venus;0.000425;0.000099;0.5625
44475;uranus;0.000163;0.000066;0.5625
534079;timeline of discovery of solar system planets and their moons;0.000003;0.000004;0.625
